ID,name,topic_ID
6d2e7537-9e94-cc7a-d552-1c80ab62568b,Misc,b2243fa0-043d-c629-9901-68e4a0eb67a3
ccb458c5-4a20-a24b-df4a-182bce0d0ef2,General points,117db413-6ecd-04e9-0d18-94de07946de2
be176d47-7b4b-443d-cc42-9f22d4cfc6c2,Vocabulary & Annotation,117db413-6ecd-04e9-0d18-94de07946de2
37093d1c-1a01-26c0-022d-226c79b4d7a2,System query options,117db413-6ecd-04e9-0d18-94de07946de2
af6f56ea-bdd6-f2e8-baba-3f0ee63c7e54,Misc.,117db413-6ecd-04e9-0d18-94de07946de2
e8dc6a2a-7280-5755-7446-5863976828f6,Application structure,64ea8663-be17-7157-194a-937973a3e257
97d3be39-5525-d161-dac1-f74c07efe2a6,Data Binding,64ea8663-be17-7157-194a-937973a3e257
c09672c8-84d5-6411-1a69-82591c5c870b,Controls,64ea8663-be17-7157-194a-937973a3e257
d493a3c2-c408-8b3e-9e23-ff7ca52a4998,Custom controls,64ea8663-be17-7157-194a-937973a3e257
d92885e1-7d1b-81d1-cb5d-566320e57861,Smart Controls,64ea8663-be17-7157-194a-937973a3e257
590d4145-6ec9-9113-af07-0d7252bee9fa,MVC,64ea8663-be17-7157-194a-937973a3e257
336ad089-54c1-2357-c78f-4e7225affe2a,Modules,64ea8663-be17-7157-194a-937973a3e257
7f372c91-4e2f-ef52-7cdc-6be40ecb1a14,Routing,64ea8663-be17-7157-194a-937973a3e257
cd090dac-914d-a743-4ba0-39abe066f447,ODataModel,64ea8663-be17-7157-194a-937973a3e257
f2b5dcb3-c664-e20b-fb90-32854ec7a369,OData Metadata,64ea8663-be17-7157-194a-937973a3e257
31a9a58f-5f9e-873d-1388-47e794cc3ae9,Localization,64ea8663-be17-7157-194a-937973a3e257
6c65f508-33b4-d384-2eb8-aeb3c6df055d,Layouting & Responsiveness,64ea8663-be17-7157-194a-937973a3e257
1cfcd25b-f23e-6e9f-570b-671b747a5ea3,Testing,64ea8663-be17-7157-194a-937973a3e257
66ab6bf6-4997-19fb-7a08-64a8ecaf7ad9,Security,64ea8663-be17-7157-194a-937973a3e257
a4236e42-81ab-c0dc-f8b4-5486f92c31e8,Accessibility,64ea8663-be17-7157-194a-937973a3e257
