ID,text,answer,difficulty_ID,topic_ID,group_ID
67170679-6353-62f8-11d2-36386391c47f,Know how to configure Cross-MTA Dependencies/n,,305ae917-827f-c61a-7b1f-048f91566865,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,2a55060c-ac53-2eea-c632-7f55b1169995
bb9c7880-ecb1-318c-8256-1ff5351d71c0,Know how to deploy Docker images as part of a Multitarget application and why it’s useful for?/n,,305ae917-827f-c61a-7b1f-048f91566865,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,2a55060c-ac53-2eea-c632-7f55b1169995
cbfee10c-15bc-e598-eef9-fc5c9a4f4cc1,Know what Approuter is and its main capabilities./n,,ada90e4e-7353-4533-f414-c329f3a0f8f0,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,5ce5b46d-e0bc-1892-46fd-987e5482a0f9
6bc78caa-564d-d9a0-feae-6a1e0f34f794,Understand difference between managed and standalone approuters. /n,,ada90e4e-7353-4533-f414-c329f3a0f8f0,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,5ce5b46d-e0bc-1892-46fd-987e5482a0f9
c05b3d56-b1f7-bf2d-fa8f-ff7e677e16a4,Know how to configure Approuter:/n  0) authorisation  1) destinations,,ada90e4e-7353-4533-f414-c329f3a0f8f0,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,5ce5b46d-e0bc-1892-46fd-987e5482a0f9
7f7d8309-b609-0809-8aef-c6c14598c293,Know how to configure Approuter in details:/n  0) welcomeFile  1) authMethod  2) logout  3) destinations  4) services  5) websockets  6) errorPage  7) CORS,,92c927a9-c302-30ed-60be-9d150e19ba18,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,5ce5b46d-e0bc-1892-46fd-987e5482a0f9
1a2eda69-e814-832b-3052-89649bcbf2b3,Understand how session handling works/n,,92c927a9-c302-30ed-60be-9d150e19ba18,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,5ce5b46d-e0bc-1892-46fd-987e5482a0f9
721d31bd-ad23-ac09-8bb1-a81b7607cca2,Know how to make a sessions backup/n,,92c927a9-c302-30ed-60be-9d150e19ba18,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,5ce5b46d-e0bc-1892-46fd-987e5482a0f9
e176938c-29fe-b402-f48f-565e034fe45f,Know how to integrate Aprouter with a Business Service/n,,305ae917-827f-c61a-7b1f-048f91566865,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,5ce5b46d-e0bc-1892-46fd-987e5482a0f9
644840c8-7dda-910b-23b4-81d0749a0cb0,Know how to expose Approuter for SaaS subscription (multitenancy)/n,,305ae917-827f-c61a-7b1f-048f91566865,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,5ce5b46d-e0bc-1892-46fd-987e5482a0f9
1ee6079c-150b-ea44-70ba-1400074056f1,Understand difference between authorisation and authentication/n,,ada90e4e-7353-4533-f414-c329f3a0f8f0,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,858f6f44-e9df-f4f3-c32a-64df4d449928
4c81e444-5531-7e89-0822-e3887ee66ae0,Know what UAA is and its use cases.Scopesrole-templates/n,,ada90e4e-7353-4533-f414-c329f3a0f8f0,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,858f6f44-e9df-f4f3-c32a-64df4d449928
1a0e699a-3f0a-30b4-45c5-42baf89b76bd,"Know what IDP is.Identity provider (IDP), the server that receives the authentication request, authenticates the user and sends the assertion to the SP./n",,ada90e4e-7353-4533-f414-c329f3a0f8f0,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,858f6f44-e9df-f4f3-c32a-64df4d449928
6e57c075-1106-8720-b68c-b92a300cf749,Know how to setup application security file:/n  0) scopes  1) role-templates,,92c927a9-c302-30ed-60be-9d150e19ba18,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,858f6f44-e9df-f4f3-c32a-64df4d449928
db5e906b-592a-d89c-1f26-61ab19aed67b,Know what is a role and how to create it./n,,92c927a9-c302-30ed-60be-9d150e19ba18,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,858f6f44-e9df-f4f3-c32a-64df4d449928
581cbe3e-661a-7451-ffc2-4ecee118d7de,Know what a Role Collection is and how to create it./n,,92c927a9-c302-30ed-60be-9d150e19ba18,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,858f6f44-e9df-f4f3-c32a-64df4d449928
0c89a735-f518-3029-1a34-2f18bccfb7c0,Understand how to use defined scopes/attributes in a code./n,,92c927a9-c302-30ed-60be-9d150e19ba18,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,858f6f44-e9df-f4f3-c32a-64df4d449928
5401afdc-48c3-5883-fdf5-586b01b8c3d9,Know what JWT is and its structure./n,,92c927a9-c302-30ed-60be-9d150e19ba18,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,858f6f44-e9df-f4f3-c32a-64df4d449928
abf383ee-30ec-744e-cab5-38ec21cefada,Understand a difference between UAA and XSUAA/n,,305ae917-827f-c61a-7b1f-048f91566865,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,858f6f44-e9df-f4f3-c32a-64df4d449928
83659ee1-bac2-043b-f1fb-d43657cf9fb9,Be able to explain who need to create the following XSUAA artifacts and in what precedence:/n  0) scopes  1) Role-templates  2) Roles  3) Role collections,,305ae917-827f-c61a-7b1f-048f91566865,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,858f6f44-e9df-f4f3-c32a-64df4d449928
3255eba8-2126-e182-eaf0-ce951ef0541b,Understand how to configure custom identity provider and map user groups to role collections/n,,305ae917-827f-c61a-7b1f-048f91566865,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,858f6f44-e9df-f4f3-c32a-64df4d449928
5b22e8fa-c589-e024-6bff-8be5ae59897b,How to communicate with XSUAA API and get a JWT via:/n  0) Client Credential Grant  1) Authorisation Code Grant,,305ae917-827f-c61a-7b1f-048f91566865,dd94fe9f-ff49-b3cc-3eee-f607418fadcd,858f6f44-e9df-f4f3-c32a-64df4d449928
0cfc074f-3a74-24a0-217c-f8b2fac731f9,Understand why extensibility in SAP’s business applications matters. Ability to give some real use cases where it matters./n,,ada90e4e-7353-4533-f414-c329f3a0f8f0,24ef2942-a5f4-8145-2e89-5210e92a2f9f,8b309dee-b61d-4f4b-5a63-426c6a387189
06f53070-a265-7b80-d804-5bde05e5e4a3,Be aware of UI Adaptation editor (Layout editor) capabilities/n,,ada90e4e-7353-4533-f414-c329f3a0f8f0,24ef2942-a5f4-8145-2e89-5210e92a2f9f,8b309dee-b61d-4f4b-5a63-426c6a387189
535fad9b-3723-d2b2-be5f-33c9b1f21b9d,Understand the stable ids concept./n,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,8b309dee-b61d-4f4b-5a63-426c6a387189
1a00c109-a495-f2d1-680c-1c9d1af2978a,Know the main aspects of the app extension via component / manifest configuration:/n  0) Controller extension. Hooks in the standard controller.  1) Controller replacement.  2) View extension.  3) View modification.  4) View replacement.  5) Extension points in view.,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,8b309dee-b61d-4f4b-5a63-426c6a387189
d5248442-36bd-e291-43e2-2b9eeefbc608,"Know how to implement localized texts for extended apps, i18n enhancement./n",,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,8b309dee-b61d-4f4b-5a63-426c6a387189
c3173c35-e47d-e8f0-e3ed-21ed3f4ac761,"Know Limitations, caveats, supportability./n",,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,8b309dee-b61d-4f4b-5a63-426c6a387189
afc7e7f4-0cd1-02d2-70c8-930580107380,Be aware of /n,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,8b309dee-b61d-4f4b-5a63-426c6a387189
35d18301-ec8a-718e-5358-959204ca445d,Be aware of SAPUI Flexibility features (run-time adaptation)./n,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,8b309dee-b61d-4f4b-5a63-426c6a387189
f9bc497d-2e36-c98d-bfa7-1f7fe5cf9d7c,Understand the difference between the app in local environment and app in deployed one. Understand the features that the app should possess in order to successfully operate in a deployed environment./n,,ada90e4e-7353-4533-f414-c329f3a0f8f0,24ef2942-a5f4-8145-2e89-5210e92a2f9f,39bb0c1d-2c8f-29eb-8cde-7cd4fbc129b1
1485d403-e7a5-b408-ebc3-336a805c5f52,"Be aware of the web app build approaches (grunt, gulp, SAP IBSO SAPUI5 Tools)./n",,ada90e4e-7353-4533-f414-c329f3a0f8f0,24ef2942-a5f4-8145-2e89-5210e92a2f9f,39bb0c1d-2c8f-29eb-8cde-7cd4fbc129b1
3bc28198-4bdd-5c4d-18dd-9b785ab719fd,Understand what a Component-preload file is./n,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,39bb0c1d-2c8f-29eb-8cde-7cd4fbc129b1
667b5d7d-ad08-671d-32c7-b7a68920abe6,Be aware of the main features of UI5 tooling:/n  0) Main tasks.  1) Ability to implement custom middlewares.  2) Building types & aspects.,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,39bb0c1d-2c8f-29eb-8cde-7cd4fbc129b1
4ce65211-cb21-e4f0-8837-2e8762c1a39b,Be aware of deployment to SCP Neo procedure./n,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,39bb0c1d-2c8f-29eb-8cde-7cd4fbc129b1
5b63a3e5-5fca-8972-ac85-e2081dbe904a,Be aware of deployment to SCP CF procedure./n,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,39bb0c1d-2c8f-29eb-8cde-7cd4fbc129b1
6c6ff0fe-fb38-6bd3-45be-1b9e82513727,Be aware how to work with SAP Project Portal and Gerrit/n,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,39bb0c1d-2c8f-29eb-8cde-7cd4fbc129b1
8c0d976d-9040-426a-41bb-dcab8efac15b,"Be aware of the web app build approaches (grunt, gulp, UI5 tooling)./n",,305ae917-827f-c61a-7b1f-048f91566865,24ef2942-a5f4-8145-2e89-5210e92a2f9f,39bb0c1d-2c8f-29eb-8cde-7cd4fbc129b1
5b3b126c-72bb-f383-3c6b-b7487fadc484,Be aware of deployment to ABAP repository via transport request (Web IDE) procedure./n,,305ae917-827f-c61a-7b1f-048f91566865,24ef2942-a5f4-8145-2e89-5210e92a2f9f,39bb0c1d-2c8f-29eb-8cde-7cd4fbc129b1
a21c2b1f-b568-4dff-8920-fe5a04c47934,Be aware of deployment to ABAP repository via transaction in SAP LogOn./n,,305ae917-827f-c61a-7b1f-048f91566865,24ef2942-a5f4-8145-2e89-5210e92a2f9f,39bb0c1d-2c8f-29eb-8cde-7cd4fbc129b1
a0769172-fe10-b425-417b-263ef3980773,Know the features of SAP CI pipelines./n,,305ae917-827f-c61a-7b1f-048f91566865,24ef2942-a5f4-8145-2e89-5210e92a2f9f,39bb0c1d-2c8f-29eb-8cde-7cd4fbc129b1
d8f536e4-1ecb-dbde-90f6-25deb0926f75,Understand what the Nexus is./n,,305ae917-827f-c61a-7b1f-048f91566865,24ef2942-a5f4-8145-2e89-5210e92a2f9f,39bb0c1d-2c8f-29eb-8cde-7cd4fbc129b1
9bfe441c-306a-0e1b-c2cc-300bf3095c4a,"Be aware how to create JaaS instance and configure pipeline to perform xMake jobs, ABAP deploy, Checkmarx/n",,aa885dc1-b321-f8bb-b442-fb1b99ec8fd6,24ef2942-a5f4-8145-2e89-5210e92a2f9f,39bb0c1d-2c8f-29eb-8cde-7cd4fbc129b1
ec730296-008e-eec2-5ae6-2d2a64e42f68,"Understand what the SAP Gateway is. Its purpose, main use cases./n",,ada90e4e-7353-4533-f414-c329f3a0f8f0,24ef2942-a5f4-8145-2e89-5210e92a2f9f,b3ed3249-239d-e158-2f56-860a1fe200f1
4c735d93-dc60-64ba-8478-e8f13f8d1293,"Understand the basic key terms of the big picture of the landscape (SAP Systems, mandant/client, Gateway, ABAP backend, DB, SADL, CDS, BOPF)./n",,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,b3ed3249-239d-e158-2f56-860a1fe200f1
0df16abf-02cd-77eb-17e6-892531085fac,"Know what is a package, BSP./n",,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,b3ed3249-239d-e158-2f56-860a1fe200f1
a3174619-2d60-527c-2f2f-ed12c30eb6c2,Be aware of Downloading / Uploading reports (SE38)./n,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,b3ed3249-239d-e158-2f56-860a1fe200f1
7f133d99-7376-f827-a64e-64aeeeb549ab,Know the way to do the cache clearage./n,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,b3ed3249-239d-e158-2f56-860a1fe200f1
cfed893b-4e26-0688-1467-86534f91a43f,Understand what is a transport? Workbench & customizing transport request types./n,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,b3ed3249-239d-e158-2f56-860a1fe200f1
7d70de1f-d8c6-5b81-1f4e-0518865e27b3,Understand the Cache Buster mechanism./n,,305ae917-827f-c61a-7b1f-048f91566865,24ef2942-a5f4-8145-2e89-5210e92a2f9f,b3ed3249-239d-e158-2f56-860a1fe200f1
17921029-1a4c-bf27-8d94-1ecffb18a5de,Know what is an App Index./n,,305ae917-827f-c61a-7b1f-048f91566865,24ef2942-a5f4-8145-2e89-5210e92a2f9f,b3ed3249-239d-e158-2f56-860a1fe200f1
e8c48488-ca2f-370c-1a35-9be0c7c302b3,Be aware of SAPUI5 Text repository./n,,305ae917-827f-c61a-7b1f-048f91566865,24ef2942-a5f4-8145-2e89-5210e92a2f9f,b3ed3249-239d-e158-2f56-860a1fe200f1
ba247826-372d-1f8d-90da-4cbc4320c246,Be aware of the main transactions:/n  0) SEGW  1) SE38  2) SE09  3) SE80  4) SU01  5) SICM  6) STFK  7) SEMOBJ  8) LPD_CUST  9) SICF,,305ae917-827f-c61a-7b1f-048f91566865,24ef2942-a5f4-8145-2e89-5210e92a2f9f,b3ed3249-239d-e158-2f56-860a1fe200f1
39d8b3d9-4e83-aefd-ba65-ada29ee3f5bd,Understand the whole architecture of the SAP business application with UI5 as a client./n,,aa885dc1-b321-f8bb-b442-fb1b99ec8fd6,24ef2942-a5f4-8145-2e89-5210e92a2f9f,b3ed3249-239d-e158-2f56-860a1fe200f1
f04ce33b-62c2-1c33-6160-236ca481690e,"UI5 Debugging techniques:/n  0) Know the UI5 inspector features.  1) Debugging on runtime through the global variables.  2) Know how to get control globally on the runtime.  3) Be aware of the possibility to debug UI5 sources. Know the steps of the procedure.  4) Know how to enter the debug mode, make use of assistant diagnostics.  5) Know the logging possibilities.",,ada90e4e-7353-4533-f414-c329f3a0f8f0,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
b9a16ef4-1ca2-b442-6556-a574f73c0bc5,Be aware of content density./n,,ada90e4e-7353-4533-f414-c329f3a0f8f0,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
c30a3106-c926-5222-479f-7f08d10b8047,"Be aware of launchpad concept basics:/n  0) Shell bar concept.  1) Understand tiles, their types.",,ada90e4e-7353-4533-f414-c329f3a0f8f0,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
c1ae77bb-8009-4b05-3413-f00527773bf6,"Be aware of VizFrames, know the basic chart types and their purpose. Know the basics of data binding for visualisation./n",,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
ef046d5b-3458-7f91-27da-c9cbe2416924,Be aware of apps troubleshooting techniques (from docu)./n,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
06616e00-d51f-0633-a79f-322e17293697,Be aware of the reuse library approach./n,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
4190b9ee-fc56-d4f4-a739-867c48e239ea,Know the ways to transfer data between multiple pages in the app./n,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
d6e33b3d-16c5-d694-1982-80fd799b65d8,Be aware of device adaptation aspects./n,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
0f8498e4-d398-8c82-08ea-4ebb5be5964a,"Know the messages handling concept:/n  0) Message Model.  1) Message Manager.  2) Validation messages:  3) Message button in footer, message popover.",,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
04acffd1-2055-d3ad-dd74-237a006c60ec,Know what is a target mapping./n,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
6c65aeb8-2312-03e5-fa22-6ff1f4fdf29b,Be aware of an event bus and its use cases./n,,92c927a9-c302-30ed-60be-9d150e19ba18,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
fd9a96c3-dc6b-0f0d-a6f8-8c29b9e05e85,"Be aware of draft concept, locking mechanism, etags./n",,305ae917-827f-c61a-7b1f-048f91566865,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
7a722ce0-7ad6-3525-9c01-ef162be1f0e9,Understand the theming mechanism. Be aware of how the custom theme can be created. Theme parameters reusage./n,,305ae917-827f-c61a-7b1f-048f91566865,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
a98db0cf-2647-95cc-f06a-17346c862a8d,Know the main rules of adding custom CSS or overriding the standard CSS (in an emergency case)./n,,305ae917-827f-c61a-7b1f-048f91566865,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
344649a3-952e-b371-b32e-59921e2eefb1,Understand the SpreadSheet export mechanism./n,,305ae917-827f-c61a-7b1f-048f91566865,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
3a47a50a-1bc0-6c9b-088a-6de63226daa3,"Be aware of variant management technology:/n  0) SmartTable, SmartFilterBar, SmartChart.  1) Custom implementation.",,305ae917-827f-c61a-7b1f-048f91566865,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
f3314a0f-d223-42c9-5f26-bbc1f613e6db,Be aware of native app implementation & Cordova support./n,,aa885dc1-b321-f8bb-b442-fb1b99ec8fd6,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
73a62155-4745-422a-c20a-b9bdd3a65864,Know the apps optimization capabilities:/n  0) Performance improvement.  1) Modularization approach.  2) Cache buster usage.,,aa885dc1-b321-f8bb-b442-fb1b99ec8fd6,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
503d6168-edb4-3ac5-c1c9-d7fbe55a4d9b,Understand Drag & Drop mechanism./n,,aa885dc1-b321-f8bb-b442-fb1b99ec8fd6,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
f269a1f6-c5f6-5aae-4957-1b7cabc36a95,Be aware of Rich Text Editor and TinyMCE./n,,aa885dc1-b321-f8bb-b442-fb1b99ec8fd6,24ef2942-a5f4-8145-2e89-5210e92a2f9f,01fc4acf-f61f-1ebf-ffda-659d4c26b061
18bf7a6d-25c1-92d0-0ddd-48aebb98a085,Know the benefits of VCS;/n,,ada90e4e-7353-4533-f414-c329f3a0f8f0,892fd0f4-715a-0941-cb0f-a5ce1044a09d,ef9d10ad-3b9e-8180-e92d-ba70448d786c
e4d916cb-bc65-6a30-3ae4-1fcaba8580d7,Know how to set up a repository;/n  0) git init;  1) git clone;  2) git config;,,ada90e4e-7353-4533-f414-c329f3a0f8f0,892fd0f4-715a-0941-cb0f-a5ce1044a09d,ef9d10ad-3b9e-8180-e92d-ba70448d786c
57373e72-e0c9-62b1-e21e-6a97b8075beb,Know how to save changes:/n  0) git add;  1) git commit;  2) .gitignore;,,ada90e4e-7353-4533-f414-c329f3a0f8f0,892fd0f4-715a-0941-cb0f-a5ce1044a09d,ef9d10ad-3b9e-8180-e92d-ba70448d786c
8c94793d-b86f-3b46-3c54-9543e52bef18,Know how to inspect a repository:/n  0) git status;,,ada90e4e-7353-4533-f414-c329f3a0f8f0,892fd0f4-715a-0941-cb0f-a5ce1044a09d,ef9d10ad-3b9e-8180-e92d-ba70448d786c
56fa4477-0db8-0bf2-7d38-b39ab29832c4,Know how to undo changes:/n  0) git checkout;,,ada90e4e-7353-4533-f414-c329f3a0f8f0,892fd0f4-715a-0941-cb0f-a5ce1044a09d,ef9d10ad-3b9e-8180-e92d-ba70448d786c
b6e45f2b-6727-98ba-5644-d4b16e1cfa0b,Know how to sync a repository:/n  0) git remote;  1) git fetch;  2) git push;  3) git pull;,,ada90e4e-7353-4533-f414-c329f3a0f8f0,892fd0f4-715a-0941-cb0f-a5ce1044a09d,ef9d10ad-3b9e-8180-e92d-ba70448d786c
175cc891-b413-1ad0-363f-978423326c7b,"Know the difference between local copy and remote repositories, ways of synchronizing them;/n",,ada90e4e-7353-4533-f414-c329f3a0f8f0,892fd0f4-715a-0941-cb0f-a5ce1044a09d,ef9d10ad-3b9e-8180-e92d-ba70448d786c
2e8bf63b-c0e2-5644-3667-63a0036e9e0d,Know what is a tracking area;/n,,ada90e4e-7353-4533-f414-c329f3a0f8f0,892fd0f4-715a-0941-cb0f-a5ce1044a09d,ef9d10ad-3b9e-8180-e92d-ba70448d786c
e1283cbc-b0ea-2440-3d44-b7c4859535be,Know the purpose of .readme file;/n,,ada90e4e-7353-4533-f414-c329f3a0f8f0,892fd0f4-715a-0941-cb0f-a5ce1044a09d,ef9d10ad-3b9e-8180-e92d-ba70448d786c
85f57463-6bd1-2ae6-99e0-e8aabf5a2485,Know how to configure the basic user data for the repository;/n,,ada90e4e-7353-4533-f414-c329f3a0f8f0,892fd0f4-715a-0941-cb0f-a5ce1044a09d,ef9d10ad-3b9e-8180-e92d-ba70448d786c
c801dcf8-87e5-ec67-d2ef-daf8f91126fc,Know how to set up a repository;/n  0) git alias;,,92c927a9-c302-30ed-60be-9d150e19ba18,892fd0f4-715a-0941-cb0f-a5ce1044a09d,ef9d10ad-3b9e-8180-e92d-ba70448d786c
a4e80565-9a06-fb6e-f331-177dddf7dbac,Know how to save changes:/n  0) git diff;  1) git stash;,,92c927a9-c302-30ed-60be-9d150e19ba18,892fd0f4-715a-0941-cb0f-a5ce1044a09d,ef9d10ad-3b9e-8180-e92d-ba70448d786c
